iter	loss	status	model
10	1.3826339663715277	ok	"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=0.7638759435481887, device=None,
             early_stopping_rounds=10, enable_categorical=False,
             eval_metric='rmse', feature_types=None, gamma=3.212357470711268,
             grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=0.050747156912519756,
             max_bin=None, max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=7, max_leaves=None,
             min_child_weight=4, missing=nan, monotone_constraints=None,
             multi_strategy=None, n_estimators=1145, n_jobs=6,
             num_parallel_tree=None, random_state=42, ...)"
11	1.1071232536388356	ok	"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=0.9538864672045174, device=None,
             early_stopping_rounds=10, enable_categorical=False,
             eval_metric='rmse', feature_types=None, gamma=7.8564982091750935,
             grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=0.09888073779629677,
             max_bin=None, max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=7, max_leaves=None,
             min_child_weight=6, missing=nan, monotone_constraints=None,
             multi_strategy=None, n_estimators=1247, n_jobs=6,
             num_parallel_tree=None, random_state=42, ...)"
12	0.9535063393141666	ok	"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=0.8951275874070751, device=None,
             early_stopping_rounds=10, enable_categorical=False,
             eval_metric='rmse', feature_types=None, gamma=6.040079233783742,
             grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=0.08731840306761143,
             max_bin=None, max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=10, max_leaves=None,
             min_child_weight=6, missing=nan, monotone_constraints=None,
             multi_strategy=None, n_estimators=1195, n_jobs=6,
             num_parallel_tree=None, random_state=42, ...)"
13	1.1205857866328643	ok	"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=0.6418842468554344, device=None,
             early_stopping_rounds=10, enable_categorical=False,
             eval_metric='rmse', feature_types=None, gamma=7.149515052187665,
             grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=0.08042087280935341,
             max_bin=None, max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=9, max_leaves=None,
             min_child_weight=9, missing=nan, monotone_constraints=None,
             multi_strategy=None, n_estimators=1092, n_jobs=6,
             num_parallel_tree=None, random_state=42, ...)"
14	1.3483014691441129	ok	"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=0.7373084559122449, device=None,
             early_stopping_rounds=10, enable_categorical=False,
             eval_metric='rmse', feature_types=None, gamma=1.881814459299377,
             grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=0.08762627263141717,
             max_bin=None, max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=6, max_leaves=None,
             min_child_weight=5, missing=nan, monotone_constraints=None,
             multi_strategy=None, n_estimators=1188, n_jobs=6,
             num_parallel_tree=None, random_state=42, ...)"
15	0.9965862858658415	ok	"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=0.9764331821716398, device=None,
             early_stopping_rounds=10, enable_categorical=False,
             eval_metric='rmse', feature_types=None, gamma=1.6563365688312852,
             grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=0.058985600861295596,
             max_bin=None, max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=5, max_leaves=None,
             min_child_weight=6, missing=nan, monotone_constraints=None,
             multi_strategy=None, n_estimators=1067, n_jobs=6,
             num_parallel_tree=None, random_state=42, ...)"
16	0.9905255991788579	ok	"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=0.5325136474762823, device=None,
             early_stopping_rounds=10, enable_categorical=False,
             eval_metric='rmse', feature_types=None, gamma=1.3408485440772893,
             grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=0.08653973097431361,
             max_bin=None, max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=7, max_leaves=None,
             min_child_weight=8, missing=nan, monotone_constraints=None,
             multi_strategy=None, n_estimators=1004, n_jobs=6,
             num_parallel_tree=None, random_state=42, ...)"
17	1.0477813406732877	ok	"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=0.7766815450665765, device=None,
             early_stopping_rounds=10, enable_categorical=False,
             eval_metric='rmse', feature_types=None, gamma=5.567180980097622,
             grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=0.056778662910943835,
             max_bin=None, max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=5, max_leaves=None,
             min_child_weight=7, missing=nan, monotone_constraints=None,
             multi_strategy=None, n_estimators=1042, n_jobs=6,
             num_parallel_tree=None, random_state=42, ...)"
18	1.1000745857556657	ok	"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=0.6519016594084687, device=None,
             early_stopping_rounds=10, enable_categorical=False,
             eval_metric='rmse', feature_types=None, gamma=6.0387945521429565,
             grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=0.05296872799635749,
             max_bin=None, max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=9, max_leaves=None,
             min_child_weight=5, missing=nan, monotone_constraints=None,
             multi_strategy=None, n_estimators=1110, n_jobs=6,
             num_parallel_tree=None, random_state=42, ...)"
19	1.2089325648260225	ok	"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=0.8544745290296998, device=None,
             early_stopping_rounds=10, enable_categorical=False,
             eval_metric='rmse', feature_types=None, gamma=3.9046428289541497,
             grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=0.06693195528776119,
             max_bin=None, max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=7, max_leaves=None,
             min_child_weight=7, missing=nan, monotone_constraints=None,
             multi_strategy=None, n_estimators=1285, n_jobs=6,
             num_parallel_tree=None, random_state=42, ...)"
20	0.8618465889349063	ok	"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=0.7008284292552934, device=None,
             early_stopping_rounds=10, enable_categorical=False,
             eval_metric='rmse', feature_types=None, gamma=4.6762503456771345,
             grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=0.08044694461523162,
             max_bin=None, max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=4, max_leaves=None,
             min_child_weight=8, missing=nan, monotone_constraints=None,
             multi_strategy=None, n_estimators=1175, n_jobs=6,
             num_parallel_tree=None, random_state=42, ...)"
21	1.2854736625377388	ok	"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=0.6791054946136357, device=None,
             early_stopping_rounds=10, enable_categorical=False,
             eval_metric='rmse', feature_types=None, gamma=4.217111678297769,
             grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=0.07187137250003638,
             max_bin=None, max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=3, max_leaves=None,
             min_child_weight=8, missing=nan, monotone_constraints=None,
             multi_strategy=None, n_estimators=1165, n_jobs=6,
             num_parallel_tree=None, random_state=42, ...)"
22	1.1473574385637386	ok	"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=0.7111238042073699, device=None,
             early_stopping_rounds=10, enable_categorical=False,
             eval_metric='rmse', feature_types=None, gamma=2.5720169439828195,
             grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=0.0817277199997576,
             max_bin=None, max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=4, max_leaves=None,
             min_child_weight=10, missing=nan, monotone_constraints=None,
             multi_strategy=None, n_estimators=1108, n_jobs=6,
             num_parallel_tree=None, random_state=42, ...)"
23	1.1822004651421303	ok	"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=0.8112934094992531, device=None,
             early_stopping_rounds=10, enable_categorical=False,
             eval_metric='rmse', feature_types=None, gamma=4.814844254917772,
             grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=0.07404248122836699,
             max_bin=None, max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=4, max_leaves=None,
             min_child_weight=10, missing=nan, monotone_constraints=None,
             multi_strategy=None, n_estimators=1128, n_jobs=6,
             num_parallel_tree=None, random_state=42, ...)"
24	1.3792509268377617	ok	"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=0.7099333555466408, device=None,
             early_stopping_rounds=10, enable_categorical=False,
             eval_metric='rmse', feature_types=None, gamma=3.4681787068359355,
             grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=0.09569401736238678,
             max_bin=None, max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=3, max_leaves=None,
             min_child_weight=9, missing=nan, monotone_constraints=None,
             multi_strategy=None, n_estimators=1231, n_jobs=6,
             num_parallel_tree=None, random_state=42, ...)"
25	1.0816302528934763	ok	"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=0.6002154299322789, device=None,
             early_stopping_rounds=10, enable_categorical=False,
             eval_metric='rmse', feature_types=None, gamma=4.45804547952937,
             grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=0.08184288301884712,
             max_bin=None, max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=4, max_leaves=None,
             min_child_weight=8, missing=nan, monotone_constraints=None,
             multi_strategy=None, n_estimators=1173, n_jobs=6,
             num_parallel_tree=None, random_state=42, ...)"
26	1.094831248682284	ok	"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=0.5041198404822702, device=None,
             early_stopping_rounds=10, enable_categorical=False,
             eval_metric='rmse', feature_types=None, gamma=2.3134432947556514,
             grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=0.06882315152930765,
             max_bin=None, max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=6, max_leaves=None,
             min_child_weight=9, missing=nan, monotone_constraints=None,
             multi_strategy=None, n_estimators=1015, n_jobs=6,
             num_parallel_tree=None, random_state=42, ...)"
27	1.5555965868337065	ok	"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=0.6456680554398272, device=None,
             early_stopping_rounds=10, enable_categorical=False,
             eval_metric='rmse', feature_types=None, gamma=3.435127035911276,
             grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=0.09343086841424134,
             max_bin=None, max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=4, max_leaves=None,
             min_child_weight=8, missing=nan, monotone_constraints=None,
             multi_strategy=None, n_estimators=1120, n_jobs=6,
             num_parallel_tree=None, random_state=42, ...)"
28	1.221756152789936	ok	"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=0.5972596205215885, device=None,
             early_stopping_rounds=10, enable_categorical=False,
             eval_metric='rmse', feature_types=None, gamma=3.748360766681811,
             grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=0.07831066340262346,
             max_bin=None, max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=5, max_leaves=None,
             min_child_weight=10, missing=nan, monotone_constraints=None,
             multi_strategy=None, n_estimators=1148, n_jobs=6,
             num_parallel_tree=None, random_state=42, ...)"
29	0.9532109631737309	ok	"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=0.7169832615530459, device=None,
             early_stopping_rounds=10, enable_categorical=False,
             eval_metric='rmse', feature_types=None, gamma=2.9543587867047085,
             grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=0.08479104206602803,
             max_bin=None, max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=3, max_leaves=None,
             min_child_weight=9, missing=nan, monotone_constraints=None,
             multi_strategy=None, n_estimators=1090, n_jobs=6,
             num_parallel_tree=None, random_state=42, ...)"
30	1.0058175871713286	ok	"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=0.6785410175655477, device=None,
             early_stopping_rounds=10, enable_categorical=False,
             eval_metric='rmse', feature_types=None, gamma=5.083765287742685,
             grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=0.09905087942275784,
             max_bin=None, max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=6, max_leaves=None,
             min_child_weight=8, missing=nan, monotone_constraints=None,
             multi_strategy=None, n_estimators=1054, n_jobs=6,
             num_parallel_tree=None, random_state=42, ...)"
31	1.101656067869522	ok	"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=0.8157788409936761, device=None,
             early_stopping_rounds=10, enable_categorical=False,
             eval_metric='rmse', feature_types=None, gamma=5.532505323981079,
             grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=0.06250178166042575,
             max_bin=None, max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=8, max_leaves=None,
             min_child_weight=10, missing=nan, monotone_constraints=None,
             multi_strategy=None, n_estimators=1226, n_jobs=6,
             num_parallel_tree=None, random_state=42, ...)"
32	0.8202819924425979	ok	"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=0.5674040845703463, device=None,
             early_stopping_rounds=10, enable_categorical=False,
             eval_metric='rmse', feature_types=None, gamma=2.1320135420945943,
             grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=0.07225794479971948,
             max_bin=None, max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=5, max_leaves=None,
             min_child_weight=7, missing=nan, monotone_constraints=None,
             multi_strategy=None, n_estimators=1181, n_jobs=6,
             num_parallel_tree=None, random_state=42, ...)"
33	1.3305155543362228	ok	"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=0.559600342396847, device=None,
             early_stopping_rounds=10, enable_categorical=False,
             eval_metric='rmse', feature_types=None, gamma=2.0210275568909792,
             grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=0.07095458916189756,
             max_bin=None, max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=4, max_leaves=None,
             min_child_weight=7, missing=nan, monotone_constraints=None,
             multi_strategy=None, n_estimators=1193, n_jobs=6,
             num_parallel_tree=None, random_state=42, ...)"
34	0.8997802625146246	ok	"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=0.5081535240969651, device=None,
             early_stopping_rounds=10, enable_categorical=False,
             eval_metric='rmse', feature_types=None, gamma=7.946214397104482,
             grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=0.07578882195050704,
             max_bin=None, max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=4, max_leaves=None,
             min_child_weight=7, missing=nan, monotone_constraints=None,
             multi_strategy=None, n_estimators=1206, n_jobs=6,
             num_parallel_tree=None, random_state=42, ...)"
35	0.8428828275084058	ok	"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=0.6213105989344858, device=None,
             early_stopping_rounds=10, enable_categorical=False,
             eval_metric='rmse', feature_types=None, gamma=4.256818453588716,
             grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=0.06454666197747373,
             max_bin=None, max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=3, max_leaves=None,
             min_child_weight=8, missing=nan, monotone_constraints=None,
             multi_strategy=None, n_estimators=1297, n_jobs=6,
             num_parallel_tree=None, random_state=42, ...)"
36	0.825216472398946	ok	"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=0.5494167341043474, device=None,
             early_stopping_rounds=10, enable_categorical=False,
             eval_metric='rmse', feature_types=None, gamma=4.294155673242397,
             grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=0.06328983465013646,
             max_bin=None, max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=3, max_leaves=None,
             min_child_weight=7, missing=nan, monotone_constraints=None,
             multi_strategy=None, n_estimators=1296, n_jobs=6,
             num_parallel_tree=None, random_state=42, ...)"
37	1.2975465877166068	ok	"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=0.5329411282441743, device=None,
             early_stopping_rounds=10, enable_categorical=False,
             eval_metric='rmse', feature_types=None, gamma=7.2217988793969585,
             grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=0.05766199551501495,
             max_bin=None, max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=3, max_leaves=None,
             min_child_weight=6, missing=nan, monotone_constraints=None,
             multi_strategy=None, n_estimators=1257, n_jobs=6,
             num_parallel_tree=None, random_state=42, ...)"
38	1.7823304690930553	ok	"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=0.5516287132625654, device=None,
             early_stopping_rounds=10, enable_categorical=False,
             eval_metric='rmse', feature_types=None, gamma=6.607613163844488,
             grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=0.06242529527537454,
             max_bin=None, max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=8, max_leaves=None,
             min_child_weight=7, missing=nan, monotone_constraints=None,
             multi_strategy=None, n_estimators=1299, n_jobs=6,
             num_parallel_tree=None, random_state=42, ...)"
39	1.2185853499966885	ok	"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=0.6176311303979051, device=None,
             early_stopping_rounds=10, enable_categorical=False,
             eval_metric='rmse', feature_types=None, gamma=2.311011806491777,
             grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=0.054729835060937315,
             max_bin=None, max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=6, max_leaves=None,
             min_child_weight=7, missing=nan, monotone_constraints=None,
             multi_strategy=None, n_estimators=1281, n_jobs=6,
             num_parallel_tree=None, random_state=42, ...)"
40	1.1779449581117973	ok	"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=0.5714629691066311, device=None,
             early_stopping_rounds=10, enable_categorical=False,
             eval_metric='rmse', feature_types=None, gamma=1.4392890613666098,
             grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=0.0670421708346287,
             max_bin=None, max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=5, max_leaves=None,
             min_child_weight=6, missing=nan, monotone_constraints=None,
             multi_strategy=None, n_estimators=1211, n_jobs=6,
             num_parallel_tree=None, random_state=42, ...)"
41	2.033673331893292	ok	"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=0.5046155936719414, device=None,
             early_stopping_rounds=10, enable_categorical=False,
             eval_metric='rmse', feature_types=None, gamma=2.9481666220065215,
             grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=0.061498596408649374,
             max_bin=None, max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=5, max_leaves=None,
             min_child_weight=4, missing=nan, monotone_constraints=None,
             multi_strategy=None, n_estimators=1239, n_jobs=6,
             num_parallel_tree=None, random_state=42, ...)"
42	1.167143176419343	ok	"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=0.5360506502565535, device=None,
             early_stopping_rounds=10, enable_categorical=False,
             eval_metric='rmse', feature_types=None, gamma=1.023660639936756,
             grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=0.0705744291907817,
             max_bin=None, max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=3, max_leaves=None,
             min_child_weight=5, missing=nan, monotone_constraints=None,
             multi_strategy=None, n_estimators=1254, n_jobs=6,
             num_parallel_tree=None, random_state=42, ...)"
